"","win60s","RunName","drowsy","Event_ID","nTime_0","nTime_1","nTime_2","nTime_3","nTime_4","nTime_5","nTime_6","nTime_7","nTime_8","nTime_9","nTime_10","nTime_11","nTime_12","nTime_13","nTime_14","nTime_15","nTime_16","nTime_17","nTime_18","nTime_19","nTime_20","nTime_21","nTime_22","nTime_23","nTime_24","nTime_25","nTime_26","nTime_27","nTime_28","nTime_29","nTime_30","nTime_31","nTime_32","nTime_33","nTime_34","nTime_35","nTime_36","nTime_37","nTime_38","nTime_39","nTime_40","nTime_41","nTime_42","nTime_43","nTime_44","nTime_45","nTime_46","nTime_47","nTime_48","nTime_49","nTime_50","nTime_51","nTime_52","nTime_53","nTime_54","nTime_55","nTime_56","nTime_57","nTime_58","nTime_59","nTime_60"
"7044",41,"A_M1148MF06_2S2RNA",FALSE,311,-1.4941,-1.6478,-1.1865,-0.483695,-0.43945,-0.46228,-0.835345,-1.5161,-0.57103,-0.08789,-1.2744,-1.2744,-1.2305,0.285555,-1.0547,-1.1426,-0.30761,-1.1426,-1.1865,-0.17621,-0.812555,-1.582,-0.79101,-0.79101,-0.96679,-0.68158,-0.52734,-0.54931,-0.0659175,0.17578,0.17578,0.13183,0.17578,0.13166,0.79101,0.17578,0.570855,-0.13183,-0.043945,0.483395,-0.26367,0.30761,0.61523,-0.79101,-0.15424,0.153805,-0.17578,0.527555,0.615485,0.308045,-0.395805,-0.6369,-1.0986,-0.54944,-1.1426,-1.3623,-1.4941,-1.4941,-2.1094,-1.36245,-1.626
"7045",42,"A_M1148MF06_2S2RNA",FALSE,311,-1.4062,-1.2306,-1.4941,-1.5381,-1.7139,-1.73585,-0.28564,-1.7139,-0.96679,-1.4941,-1.4941,-1.7578,-1.7139,-1.6699,-1.1426,-1.0107,-1.4285,-0.17578,-0.96679,-1.0547,-1.2305,-0.52734,0.17578,-0.680715,-1.7578,-1.45,-1.09855,-0.83495,-0.13183,-0.96679,-0.8789,-0.79101,-0.79101,-1.0327,-1.055,-0.74706,-1.0107,-0.65917,-0.61523,-0.856925,-0.021715,-0.96679,-0.8789,-1.582,-1.7578,-0.35156,-0.417475,-2.1533,-2.1094,-1.6699,-1.8896,-1.0986,0.30761,-1.5819,-1.1426,-1.0547,-1.7355,-2.0654,-1.1426,-1.1426,-1.1426
"7046",43,"A_M1148MF06_2S2RNA",FALSE,311,-1.1865,-1.8457,-1.8457,-1.1865,-1.582,-1.3183,-1.0107,-0.900015,-1.0986,-0.681575,-0.043945,-1.2085,-0.54931,-0.834825,-1.4941,-0.81298,-0.83495,-0.79101,-0.3955,-1.6036,-0.83495,-0.92284,-0.96679,-0.3955,-0.0436445,-1.1426,-1.4502,-0.57128,-1.0107,-1.1862,-0.96679,-1.38425,-0.659605,-0.30761,-0.61523,-0.61523,0.48339,-0.21972,-1.25215,-0.395935,-0.39546,-0.35156,-0.52734,-0.8789,-0.50494,-0.79101,-0.3955,-0.3955,-1.0107,0.043945,-0.3955,-1.1426,-0.3955,-1.0989,-0.65917,-0.220155,-0.21972,-1.4062,-1.2305,-1.2744,-1.7139
"7047",1,"A_M1148MF06_3S1RNA",FALSE,102,0,0,0,-0.043945,-0.13183,-0.13183,-0.08789,-0.681145,-23.972,-54.47,-40.034,-37.837,-37.793,-37.837,-141.725,-238.005,-200.475,-44.077,60.468,79.6285,19.709,2.41695,-4.5263,-1.86765,-0.834955,1.3183,-1.97755,-1.4282,-2.0215,-0.241695,-2.10935,-2.1972,-3.6914,-4.1528,-3.40575,-0.92285,-1.3623,-0.8789,-1.5381,-1.9775,-1.0327,-0.13183701165,-2.0215,-1.2305,-1.3623,-1.0107,-0.659165,-0.65917,1.4062,2.373,4.6142,7.86615,11.558,6.63565,5.8007,4.5703,8.19575,6.2402,6.0644,5.5371,5.8447
"7048",2,"A_M1148MF06_3S1RNA",FALSE,102,6.2402,5.8007,6.43795,5.0537,10.503,11.777,9.0747,6.45995,3.73535,3.1201,6.9213,6.8774,5.00975,6.74555,8.9648,8.1738,7.7343,6.2841,5.0976,6.7016,5.00975,5.1855,5.47115,6.13035,7.03125,5.9985,5.4272,4.30665,5.2734,5.3613,8.9209,9.58,6.0205,4.1748,3.2739,4.41645,6.4819,7.71235,7.7563,8.0639,5.7128,5.0317,6.15225,7.64645,6.4819,6.5478,6.5478,4.83395,5.80075,6.8554,10.7885,4.1748,2.417,1.8896,2.5488,1.23045,1.09865,-1.2964,-1.77975,-0.65917,-0.65917
"7049",3,"A_M1148MF06_3S1RNA",FALSE,103,-0.57128,-0.48339,-0.61523,-0.74706,-0.74706,-1.38425,-1.582,-0.65917,-0.571265,-0.74706,-1.1426,-0.96679,-0.79101,-0.30761,0.241695,-0.54931,0.21972,-0.35156,-1.64795,-0.90086,-0.61523,-0.74706,-1.6919,-1.582,-1.3623,-0.0659175,0.13185,-0.70312,-0.74706,-1.07665,0.043955729,0,0.2417,-0.50538,-1.2744,-1.88965,-1.0986,-0.46142,-0.681145,-0.74706,-1.626,-1.47215,-1.4062,-1.4062,-0.3076,-0.70312,-0.72509,0.08789,-0.6372,-0.92284,-0.8789,-0.83495,-0.8789,-1.3623,-1.5161,-0.747055,0.08789,0.834945,-0.26367,-0.70312,-2.9004
"7050",4,"A_M1148MF06_3S1RNA",FALSE,103,-1.1865,-0.637215,-1.7139,-1.8896,-0.8789,-0.769045,-1.5381,-1.4941,-0.43945,-1.2305,-1.2305,-1.7139,-1.4062,-1.3623,-1.3183,-1.1426,-0.527345,-0.79101,-0.83495,-0.83495,-0.637195,-1.3623,-0.74706,-0.43945,-0.79101,-0.307615,-0.13183,-0.52734,-0.43945,-2.1533,-1.1426,-1.1426,-1.3623,-1.56005,-1.38425,-0.83495,-1.0986,-0.96678,-1.0547,-0.30761,-0.74706,-0.70312,-0.681145,-1.0986,-1.1865,-0.74706,-0.79101,-0.43943,-0.61523,-0.70312,-0.70312,-1.34035,-1.7139,-1.6699,-1.1206,-1.7578,-1.7578,-1.7139,-0.83495,-0.175775,-0.17578
"7051",5,"A_M1148MF06_3S1RNA",FALSE,104,-0.13183,-1.4502,-0.96679,-0.96679,-0.96679,-1.626,-0.571275,-0.43945,-1.4062,-1.3183,-0.65917,-0.65917,-0.28564,-0.90086,-0.79101,-0.35156,-0.57128,-0.35156,0.74706,0.83495,0.505355,0.48339,0.48339,0.48339,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,0.43945,1.9556,2.9443,1.6699,-2.6367,-3.6035,-3.999,-2.37305,-2.0654,-1.7578,0.43945,0.6372,0.1538,-0.48339,-1.6699,-2.9663,-3.6474,-7.4487,-21.511,-25.598,-24.895,-22.895,-18.369,-19.248,-17.314
"7052",6,"A_M1148MF06_3S1RNA",FALSE,104,-15.337,-14.568,-6.13035,-1.93345,0.21972,1.16455,-0.87891,-0.52734,-2.0654,0,-0.329575,-0.61523,-0.52731,-1.3183,-0.65917,0.1098705,4.5703,6.02045,7.163,8.789,8.2177,3.7793,1.5381,2.9443,6.1743,8.1958,5.9545,4.5703,5.2075,4.5263,4.89985,4.15285,6.50385,8.4374,8.3935,4.37255,2.7685,6.26215,5.7568,5.86665,6.5917,6.0205,4.9218,3.5595,5.1196,6.17425,4.8339,1.9336,-0.922855,1.25235,0.68119,0.32959,0.92284,0.61523,-0.83495,-0.5493,-0.043945,-0.37353,-0.043945,0.26367,0.30761
"7053",7,"A_M1148MF06_3S1RNA",FALSE,105,-0.30761,0.70313,0.43945,0.63721,-1.0986,-0.79101,0.48343,0.17578,-0.329575,-1.3184,0.21972,1.0107,1.0107,1.0986,0.70312,-0.13183,-0.13183,1.6699,-0.791105,-1.0547,-1.07665,-3.0761,-13.4255,-201.295,-295.665,-246.16,-169.28,6.0868,0.2858,-1.9775,0.461415,-1.45015,-1.40625,-1.4721,-1.2305,-1.14255,-2.0215,-2.0654,-10.525,-18.94,-24.3455,-24.873,-24.126,-20.4125,-20.83,-13.711,-5.9326,-2.17525,-1.42825,-1.494,-4.6582,-3.7354,0.13183,1.4061,0.35156,0.94482,4.7021,8.26165,5.11955,2.7905,4.0869
"7054",8,"A_M1148MF06_3S1RNA",FALSE,106,3.6472,4.1748,3.40575,5.2075,5.0976,6.59175,6.6796,6.5039,6.2841,4.96575,4.02095,4.2187,4.02095,3.5595,4.5703,5.4932,7.8222,7.8222,5.7128,3.0761,3.8232,1.23045,-0.373525,0.08789,0.17581,-1.4062,-0.175765,-0.08789,0.48339,-0.83495,-0.6152,-0.900935,-0.769035,-0.35156,0.08789,-0.17579,-1.0547,-0.79101,-0.57128,-0.52734,-0.153805,-0.57128,-0.131825,0.79101,-2.0215,-2.0215,-0.26367,0.13183,0.13183,-0.87888,-1.07665,-0.63719,-1.2744,-0.153805,-1.40625,-8.5912,-7.4487,-6.9653,-8.6572,-8.85485,-9.3163
"7055",9,"A_M1148MF06_3S1RNA",FALSE,106,-8.2617,-9.22845,-8.3056,-7.8662,-7.163,-7.2509,-9.99725,-9.0966,-7.3388,-5.4712,-8.4374,-8.81095,-7.8222,-7.7563,-7.8881,-7.8222,-7.80025,-8.0639,-7.97605,-6.74555,-8.21775,-9.0307,-9.4482,-8.8769,-7.62445,-7.8222,-6.8115,-5.8447,-7.7343,-9.60205,-9.20645,-7.954,-6.67965,-6.5917,-9.0088,-9.20635,-8.1298,-7.71235,-7.9101,-7.6025,-7.16295,-7.954,-8.4374,-8.3056,-7.2509,-5.625,-4.7241,-1.7578,-0.52737,-2.74655,-2.13135,-2.0654,-2.48295,-2.0433,-0.94483,-1.4941,-0.8789,-0.790935,-0.90086,-2.8564,-0.92284
"7056",10,"A_M1148MF06_3S1RNA",FALSE,202,-0.79101,-1.0986,0.373535,-1.60405,-1.6699,-1.5381,-1.4941,-1.4941,-1.5161,-1.6699,-1.626,-1.2305,-1.2744,-0.21972,0.6372,-0.17578,-1.3183,-0.461495,0.21972,1.3623,1.42825,2.3071,-1.7578,0.43945,-0.30759,-0.59327,-1.4062,-0.615295,-1.01075,-1.12055,-0.43945,-0.43945,-0.21966,-0.76905,-0.83495,-0.043945,0.83489,0.74706,-0.8789,0.395515,5.00975,4.57045,4.79,5.8007,5.1635,5.537,5.5371,6.65765,5.8447,5.3832,5.9106,6.0205,5.3613,6.372,6.5039,6.8115,9.47015,2.395,4.78985,6.2182,5.9326
"7057",11,"A_M1148MF06_3S1RNA",FALSE,203,6.5917,5.9105,5.66895,6.5917,7.2509,7.84415,5.88865,5.86665,4.6362,3.47165,3.0761,-0.79106,1.3183,1.0986,-0.76909,1.14255,4.5263,5.4272,0.417445,-0.72502,-2.0215,-0.30759,0.30761,-0.90087,-1.3184,-0.92284,-0.92284,-1.2744,-1.0327,-1.4941,-0.46142,-1.4941,-1.03275,-1.16455,-0.50538,-1.31835,-4.3945,-5.3613,1.5381,1.45015,1.5161,-2.5048,-0.329555,-0.43936,1.4063,-0.834945,-0.96679,-0.68115,-1.80175,-1.1865,-0.48339,-0.54931,-0.131835,-0.527325,-0.021983229,-1.1426,-1.16455,-0.70312,0.13183,0.48339,-1.0107
"7058",12,"A_M1148MF06_3S1RNA",FALSE,203,-0.3955,-0.065971,-0.46142,-0.96679,-0.92284,-1.7139,-1.9116,-0.351615,-0.26367,-0.878925,-0.83495,-0.57127,-0.90088,-1.20855,-1.49415,-0.373565,-1.1427,-0.30761,-1.42825,-0.72508,-1.07665,-0.90087,-0.46143,-1.29635,0.94491,0.19775,-0.21972,-2.74655,-1.38425,-1.6479,0.0219725,-0.70312,-0.988765,-0.87888,-1.2744,-0.988745,-1.4502,-0.70312,-0.681145,-0.3955,-0.48339,-0.74706,-0.681145,0.21972,-0.3955,-0.483405,-0.61523,-0.17577,-1.2305,0.24171,0.65917,-0.021972417,-0.747105,-0.57128,-0.92284,0.17578,0.08789,0,-0.30761,-0.30761,-0.30761
"7059",13,"A_M1148MF06_3S1RNA",FALSE,203,-0.30761,0.30761,0.19774,-0.63721,-1.2085,-0.81298,-0.65917,-1.0986,-1.7578,-1.7578,-1.0986,-1.3623,-2.5707,-2.1094,-1.88965,-1.8457,-1.12055,-1.20845,-0.8789,-1.82375,-1.31835,-2.43895,-1.3183,-2.90035,-0.92284,-1.582,-2.5049,-1.25245,-1.2744,-0.21972,-1.2305,-1.0107,-3.55955,-1.0766,-0.92281,-0.92284,-0.83495,0.08789,-0.83494,-1.0327,-1.8457,-1.8457,-0.72508,-0.13191,-0.43945,-0.878995,-1.38425,-1.0547,-2.24125,-1.1426,-1.3183,-0.43945,-1.0107,-0.72511,-1.56005,-1.3183,-1.0547,-0.61523,-0.37353,-0.197735,-0.043945
"7060",14,"A_M1148MF06_3S1RNA",FALSE,203,-0.21972,-0.92284,-0.790935,-0.52734,0.087933,-0.61523,-0.81297,-0.63721,-0.81297,-0.74706,0.8789,-0.30761,0.0878905,-0.83495,-1.3183,-1.0986,0.21972,0,0.087878,-0.70312,0.13178,-1.0986,-0.747075,-0.725115,-1.2744,-1.73585,-0.417475,-0.35156,0,-0.35156,-0.92284,-0.96679,-0.96679,-0.83503,-0.79101,0.48336,-0.92284,-0.3296,-1.1426,-0.615275,-1.0986,-0.35156,-0.3955,-0.659235,-0.61523,-1.07665,-0.83493,-1.0327,-0.70312,-1.07665,-1.29635,-1.1426,-1.1865,-1.2305,-1.5381,-0.769035,-1.3183,-0.131825,-1.1865,-1.1426,-1.1865
"7061",15,"A_M1148MF06_3S1RNA",FALSE,204,-1.1865,-1.7578,-0.76909,-1.1865,-0.65917,-1.29635,-1.2305,-1.4942,-1.05465,-0.81297,-0.834965,-1.2305,-0.79101,-0.43945,-0.43945,-0.08789,-0.74706,-0.57128,-0.61523,-0.61523,-1.1426,-2.5049,-2.24125,-1.6699,-0.48339,-1.3183,0.21966,-1.0546,0.8789,0.1538265,-0.065971,-0.439395,-0.6372,-1.0327,-0.96679,-0.43945,-0.21972,0.35156,-0.747075,-0.593255,-0.17578,1.0547,0.52735,1.2305,-2.6367,-1.2525,-1.93355,-1.0327,-0.65917,-3.73535,-3.1641,-3.49375,-3.05415,-2.7026,-2.0434,-2.83445,-3.4277,-2.13135,-2.76855,-3.3838,-2.7246
"7062",16,"A_M1148MF06_3S1RNA",FALSE,205,-2.9883,-3.4057,-2.5049,-2.7026,-4.10885,-3.999,-4.2187,-1.77975,-3.75725,-3.1201,-3.07615,-3.07615,-2.81255,-3.5595,-3.8672,-3.2519,-2.8564,-3.208,-2.9883,-3.31785,-3.0761,-3.9111,-3.93305,-3.164,-2.417,-3.6255,-3.6035,-2.8563,-4.0868,-4.79,-3.2959,-4.6142,-3.9331,-3.3178,-4.06485,-3.8672,-3.3398,-3.6035,-5.09765,-4.6142,-2.8125,-3.208,-3.9111,-3.6914,-3.999,-3.7353,-3.7793,-3.8232,-3.955,-4.0429,-3.62545,-4.0649,-3.0981,-2.8564,-3.2519,-4.3066,-2.7246,-3.31785,-4.1308,-2.32905,-2.5928
"7063",17,"A_M1148MF06_3S1RNA",FALSE,205,-2.7685,-3.4277,-2.7246,-1.9336,-0.43945,-0.0659175,-1.0107,-1.8017,-2.04345,-0.92284,0.241685,-1.05000000000001e-05,-0.17578,-1.7578,-1.09865,-1.3183,-1.29635,-3.77925,-4.834,-4.6142,-5.8227,-5.1636,-5.75675,-5.97645,-5.29535,-5.7127,-4.19675,-5.0976,-5.07565,-4.5703,-4.7021,-5.84465,-5.4931,-5.0537,-4.7461,-4.5263,-5.625,-5.25145,-5.38325,-5.2295,-4.2627,-6.46005,-5.31755,-4.3945,-3.93305,-4.5483,-4.1528,-4.94375,-4.6142,-5.60295,-3.9111,-3.77915,-3.5376,-1.3183,-0.81298,-0.659195,-1.1865,-1.0107,-1.2305,-1.0107,-1.29635
"7064",18,"A_M1148MF06_3S1RNA",FALSE,205,0.1098515,-0.63723,-0.08789,-0.461335,0.30761,0.790795,0.527235,1.4502,1.47215,2.4389,3.164,2.2633,1.6699,1.56005,3.142,2.0654,2.1533,1.9117,3.164,1.8457,2.30715,2.417,2.4608,2.46095,2.7685,1.7139,2.54875,3.20795,2.4609,1.4062,2.307,2.5049,3.3398,3.0761,3.6035,3.5815,3.62545,1.8457,2.19715,3.82345,3.3398,2.9443,2.9883,2.08745,2.9223,3.208,3.6035,2.5047,2.6369,1.2086,1.38425,0.724985,-0.61523,0.241695,0.26367,-0.307485,-0.1979,0.39544,1.2305,1.1425,1.62615
"7065",19,"A_M1148MF06_3S1RNA",FALSE,206,0.659155,0.417475,2.63655,2.373,3.11985,0.41737,2.2411,0.52734,1.42825,2.6363,2.37295,2.2851,1.6039,1.8676,0.92284,1.12075,1.0328,0.3955,-0.3955,0.11001,-0.768885,-2.17535,-3.1201,-4.0429,-5.4052,-5.2734,-6.41615,-2.9661,-2.24135,-5.5152,-5.47115,-3.7793,-1.8457,-2.15355,-1.2744,-0.3955,-0.68119,-0.68123,0.83508,3.186,5.64675,14.8095,33.5515,88.8555,118.255,166.75,199.64,199.42,197.665,181.495,70.448,-0.92238,-11.866,3.3404,0.17578,-1.582,0.944835,-2.04335,0.834955,-1.1865,-0.21972
"7066",20,"A_M1148MF06_3S1RNA",FALSE,303,-0.81298,-1.0547,-1.3181,0.219725,-0.791075,-0.57128,-0.52734,-1.4062,-1.0987,-0.769165,-1.2744,-1.1865,-0.92284,-0.65917,-0.944945,-0.74706,-0.70312,-1.1645,-1.1426,-0.57128,-1.0548,-0.37353,-0.769035,-0.54931,-0.81281,-1.2744,-0.98881,-0.76895,-0.79101,-0.90087,-0.61523,-1.3624,-0.2856,-0.65917,-1.0547,-0.8789,-0.791055,0.1098645,-0.35156,-1.9555,-2.17525,-2.5049,-3.4277,-5.0754,-7.16295,-5.8228,-4.5702,-5.625,-6.4157,-6.4161,-5.9326,-5.9326,-6.1962,-6.56975,-6.0205,-6.65765,-5.86675,-6.3282,-5.9765,-6.06465,-4.5263
"7067",21,"A_M1148MF06_3S1RNA",FALSE,304,-4.021,-7.3388,-4.7681,-4.7901,-5.66895,-5.4492,-4.50435,-2.74655,-3.5815,-0.74706,1.6038,2.9004,3.977,11.2935,21.8185,24.6755,24.917,24.961,26.147,26.631,25.378,23.5765,27.136,27.334,24.06,24.126,25.6205,25.84,21.5115,21.181,12.5905,0.76968,1.23055,0.680935,-0.549565,-0.79101,-0.922715,-1.12065,-2.2412,-1.3403,-0.8789,-1.55995,-1.1865,-1.2523,-1.9337,-1.2744,-1.2744,-0.79101,-0.65917,-1.0986,-1.0107,-0.8789,-0.8789,-0.83495,-1.0106,-1.2304,-1.1865,-0.48339,-1.2306,-0.856925,-1.2305
"7068",22,"A_M1148MF06_3S1RNA",FALSE,304,-1.4282,-2.2412,-3.6914,-8.12995,-11.03,-11.382,-13.8865,-14.2825,-11.5135,-9.4043,-7.47075,-4.8118,-3.75735,-0.966895,-0.65917,-1.97765,-0.65917,-2.9883,-2.92235,-5.1855,-6.4159,-8.08585,-8.2617,-8.3056,-8.7011,-7.8442,-9.07475,-9.99725,-9.7997,-9.2724,-5.51525,-5.8227,-3.3398,-1.60415,1.07665,1.4941,5.91065,10.5905,13.623,16.765,21.797,21.577,17.3585,15.3585,19.512,10.8105,2.79085,0.96681,-0.26367,-1.0109,0.15374,0.19769,-1.648,-1.77975,-4.15275,-3.05435,-3.58135,-3.40575,-3.64735,-5.0756,-4.98785
"7069",23,"A_M1148MF06_3S1RNA",FALSE,304,-3.2959,-4.3945,-3.9111,-3.3839,-4.0649,-3.955,-2.8125,-3.1201,-3.0322,-2.6367,-3.0761,-2.9004,-3.186,-3.208,-3.208,-2.8564,-3.0322,-2.7246,-3.2959,-3.164,-3.03205,-3.0322,-2.9883,-3.0322,-2.9003,-3.164,-2.9443,-2.9004,-2.9004,-3.1201,-3.1201,-3.0761,-4.2187,-4.1307,-3.3398,-3.8232,-3.3838,-4.0429,-3.38365,-3.6474,-4.0869,-4.1748,-3.3618,-3.7353,-3.6474,-3.20825,-3.5594,-3.4717,-3.4717,-3.4717,-4.2626,-4.4384,-3.6035,-3.7353,-3.5595,-3.4717,-3.5156,-4.2627,-3.95515,-3.3398,-3.51545
"7070",24,"A_M1148MF06_3S1RNA",FALSE,304,-4.76805,-4.3066,-4.0869,-5.5152,-6.0205,-3.0103,-3.1201,-4.2627,-4.3944,-4.28465,-5.0976,-3.7793,-3.9111,-4.0869,-1.0984,-1.582,-1.1206,-1.47215,-1.9336,-1.2305,-1.5601,-1.7578,-2.96635,-2.9883,-4.57015,-5.00955,-4.2627,-3.91125,-4.4824,-4.3725,-4.7461,-5.2296,-5.0537,-5.09765,-4.3507,-4.4824,-4.2627,-5.0537,-5.0537,-3.9552,-3.4716,-4.3066,-3.3398,-2.8344,-1.1426,-1.4505,-0.08789,0.96679,2.3291,0.483545,4.2407,3.3398,1.09875,1.626,1.8237,0.48339,-0.43945,-1.7578,0.703185,0.81294,-0.241695
"7071",25,"A_M1148MF06_3S1RNA",FALSE,306,0.26367,1.31865,0.48339,2.17525,0.96679,0.92284,1.2961,1.88935,1.25245,1.77975,1.47225,1.4502,0.593345,0.703185,1.5381,0.659305,0.109863,1.2085,0.74706,0.13183,1.53805,1.0766,0.74711,0.769035,1.0107,0.26371,1.0107,0.65926,0.74706,1.0986,0.52734,0.79088,0.74706,0.219745,-0.9007,-1.0107,-0.0219725,-0.3955,-0.13183,-0.13183,-0.76906,-0.043945,-0.0439665,-1.27435,-0.043945,0.13183,-0.24159,-1.8896,-0.70312,-0.74706,-0.54942,-0.087804,0.043859,-1.14265,-1.7578,-1.5381,-2.21905,-3.51555,-3.2519,-3.032,-4.2407
"7072",26,"A_M1148MF06_3S1RNA",FALSE,306,-2.5488,-3.5156,-3.95505,-3.4277,-2.4609,-4.98775,-4.7463,-4.46055,-4.0868,-3.36165,-3.2959,-3.2959,-3.71355,-3.8453,-4.39465,-3.80125,-5.2734,-3.3399,-3.6035,-4.5484,-3.2959,-4.02105,-3.999,-3.3838,-3.71345,-4.6582,-4.3066,-5.0538,-6.32835,-6.7675,-5.625,-6.0864,-5.55905,-4.8339,-6.3061,-4.8779,-4.6582,-4.43845,-6.23995,-5.9324,-6.3281,-5.8227,-5.0976,-5.2295,-6.0644,-4.8119,-5.71275,-4.9658,-7.2948,-5.07555,-6.0425,-4.3945,-5.00965,-4.8778,-5.51495,-5.0097,-5.3613,-5.4932,-4.7021,-4.9217,-4.9
"7073",27,"A_M1148MF06_3S1RNA",FALSE,306,-4.9218,-4.9218,-5.0537,-4.98775,-4.92195,-4.8779,-5.11945,-2.593,-3.0323,-3.1201,-2.0215,-1.12055,-2.21925,-0.83495,-1.0107,-0.6593,-1.47205,-1.0109,-1.0327,-1.14265,-0.3955,-0.43945,-0.461485,-1.0986,-1.29635,-1.2744,-0.131965,0.26382,-1.010825,-0.615035,-0.92284,-1.25245,-0.92291,-0.39561,-0.48339,-1.3623,-0.83495,-0.83495,-0.681105,-0.48339,-1.2744,-0.61523,-1.88955,-1.516,-2.72445,-2.7465,-4.06495,-7.998,-5.0537,-6.8995,-10.151,-11.975,-19.5995,-25.401,-26.0375,-28.762,-28.916,-25.466,-20.0175,-17.1605,-16.941
"7074",28,"A_M1148MF06_3S1RNA",FALSE,308,-17.666,-16.963,-17.71,-30.124,-35.266,-30.0585,-18.0845,-12.7435,-23.3785,-28.762,-19.2045,-19.4895,-21.5335,-25.6425,-18.8745,-24.807,-20.5885,-13.3815,-9.2943,-5.47145,-0.593385,-0.1099885,3.6474,3.3398,4.1748,4.109,6.1523,5.14145,4.9,3.6917,5.1416,5.25145,4.5484,4.9438,3.4277,4.5921,3.77965,3.22995,6.63555,3.14225,2.9443,5.09775,3.3838,4.24085,4.3066,4.8778,4.26255,5.5371,5.2955,2.4391,2.0654,0.79101,-0.50541,-0.329675,-0.329585,-1.2305,-1.8237,-0.769035,-1.0986,-1.0986,-1.99955
"7075",29,"A_M1148MF06_3S1RNA",FALSE,308,-2.0654,-1.0546,-1.0547,-0.96679,-0.70299,-0.746935,-0.81298,-1.56,0.900785,3.0322,2.7905,3.164,3.164,3.7793,3.9329,3.0322,3.867,3.27385,3.4277,3.42775,3.47165,3.8232,3.8232,2.4609,2.6367,3.9331,2.4828,2.72465,2.4609,2.9883,3.208,3.3618,3.1201,2.4609,1.6919,4.4824,4.4384,3.55955,2.4609,3.6255,2.4388,2.2412,3.6255,4.153,3.80115,3.6914,3.05405,3.0101,3.12025,2.8125,3.01025,4.8779,3.86715,4.2842,4.41645,4.7679,2.5049,3.9991,2.8782,4.70195,3.999
"7076",30,"A_M1148MF06_3S1RNA",FALSE,311,3.955,3.4277,2.0215,4.28455,4.65825,2.7246,3.6914,4.0429,4.6582,3.6255,3.22995,6.06435,8.767,9.20645,5.3832,1.2304,-0.26384,0.8789,0.483265,-0.681145,-0.79101,-0.65917,-1.0107,-1.71375,-1.1865,-0.57128,-1.0547,-0.70312,-1.2305,-1.6699,-0.92284,-0.92284,-1.3623,-1.7578,-1.7139,0,-0.043945,-0.08789,-0.307485,-0.35156,-0.35156,-0.13183,-0.395375,-0.17578,-0.21972,-0.17578,-0.17578,-0.48339,-0.43945,0.30761,-0.43932,-0.74706,-0.35156,0.59313,-0.3955,-0.417585,0.17582,0.066003,0.28564,0.19771,-0.19775
"7077",31,"A_M1148MF06_3S1RNA",FALSE,311,-0.57128,-0.48339,-1.1865,-2.76855,-2.9003,-2.5928,-2.5488,-1.7578,-1.18655,-1.9336,-1.3183,-2.1095,-2.8124,-1.84575,-1.582,-2.373,-1.6699,-2.24105,-1.60395,-1.6479,-1.8896,-2.7685,-1.6699,-1.6699,-1.6699,-2.2851,-1.626,-1.4502,-1.40625,-1.0767,-1.4941,-1.4941,-1.4941,-1.4941,-1.4941,-1.03275,-1.8017,-1.7359,-1.3183,-1.3183,-1.3183,-1.1865,-1.1865,-1.25245,-1.7578,-1.7139,-1.1426,-1.51615,-1.714,-1.5381,-0.96679,-1.0986,-1.1865,-1.1207,-0.94486,-0.96679,-0.6811,-0.3955,-0.96679,-0.90087,-0.21972
"7078",32,"A_M1148MF06_3S1RNA",FALSE,311,-0.90072,-0.52734,-0.131855,-0.92284,-1.1865,-0.96679,-0.83495,-0.70312,-0.92284,-0.08789,-0.96679,-1.27425,-0.65917,-0.48339,-1.0547,-0.83493,-0.81313,-0.8789,-0.483415,0.439535,-0.3955,-0.65917,-0.3955,-0.3955,-0.48339,0.08789,-0.3955,-0.329435,-0.28566,-0.35156,-0.30761,-0.043945,0.13183,0.0879545,-0.35156,-0.81311,-0.37362,-0.3955,-0.43945,-0.681145,-0.13183,-0.43945,-0.3955,-0.3955,-0.70312,-1.09865,-0.8789,-0.17578,-0.65917,-0.83495,-0.83495,-0.966875,-0.79101,-0.52734,-0.57128,-0.57128,-0.21972,-0.6372,-0.922885,-0.74706,-0.131985
"7079",33,"A_M1148MF06_3S1RNA",FALSE,311,-0.92289,-0.61523,-0.26367,-0.21972,-0.417455,-1.36215,-0.92284,-0.79101,-0.61523,-0.74702,-0.8789,-0.83495,-0.83495,-0.8789,-0.83495,-0.83495,-0.83495,-0.83495,-0.70312,-0.70312,-0.74706,-0.74706,-0.79101,-0.83495,-0.83495,-0.83495,-0.74706,-0.61523,-0.48339,-0.68106,-0.65917,-0.92284,-0.96679,-0.81298,-0.57128,-0.57128,0.52734,-0.48339,-0.65917,-0.72509,-0.52734,-0.19784,0.043945,0.30761,0.79101,-0.241695,-1.5378,-1.8677,-0.944945,0.30761,-0.681145,-0.8789,-0.043945,-0.26367,-0.24178,0.043945,-0.307655,-0.65922,-1.0107,-0.26367,-0.17578
